1 -8.6474 -8.6474 0
2 -8.54417 -8.59578 0.0364954
3 -8.38858 -8.52672 0.0614172
4 -8.33234 -8.47812 0.0623929
5 -8.19737 -8.42197 0.0708076
6 -8.09795 -8.36797 0.0768905
7 -8.02349 -8.31876 0.0801213
8 -8.03383 -8.28314 0.0776196
9 -7.9944 -8.25106 0.0753341
10 -7.93702 -8.21966 0.0740576
11 -7.96507 -8.19651 0.0708494
12 -7.98399 -8.1788 0.0671222
13 -7.9423 -8.16061 0.0643772
14 -7.87877 -8.14048 0.0628476
15 -7.82789 -8.11964 0.0620165
16 -7.79623 -8.09942 0.0613462
17 -7.74222 -8.07841 0.0612304
18 -7.68338 -8.05647 0.0616363
19 -7.71219 -8.03835 0.0609976
20 -7.70777 -8.02182 0.0601456
21 -7.63798 -8.00354 0.0599945
22 -7.61463 -7.98586 0.0598152
23 -7.68373 -7.97273 0.0586393
24 -7.65233 -7.95938 0.0576956
25 -7.61235 -7.94549 0.0570332
26 -7.62438 -7.93314 0.0561609
27 -7.62336 -7.92167 0.0552405
28 -7.61764 -7.91081 0.0543242
29 -7.56734 -7.89897 0.0537266
30 -7.59199 -7.88874 0.0529012
31 -7.58653 -7.87899 0.0520852
32 -7.62214 -7.87096 0.0510723
33 -7.61016 -7.86306 0.0501324
34 -7.68098 -7.8577 0.0489431
35 -7.68462 -7.85276 0.0477939
36 -7.67796 -7.8479 0.0467123
37 -7.62035 -7.84175 0.0458529
38 -7.6066 -7.83556 0.0450618
39 -7.61914 -7.83001 0.0442468
40 -7.62448 -7.82488 0.043438
41 -7.5719 -7.81871 0.0428145
42 -7.53746 -7.81201 0.0423155
43 -7.58733 -7.80678 0.0416528
44 -7.63715 -7.80293 0.0408841
45 -7.55028 -7.79731 0.0403593
46 -7.53718 -7.79166 0.0398761
47 -7.6167 -7.78794 0.0392011
48 -7.64469 -7.78495 0.0384978
49 -7.537 -7.77989 0.0380432
50 -7.53242 -7.77494 0.037603
51 -7.50049 -7.76956 0.0372487
52 -7.43663 -7.76316 0.0370786
53 -7.483 -7.75787 0.0367539
