37.18 13.36
37.29 14.04
37.34 14.16
36.56 14.44
37.04 15.17
37.3 15.05
38.06 15.39
38.11 15.34
38.4 16.06
38.54 16.35
39.17 16.15
39.05 17.08
40.21 18.11
40.39 17.56
40.28 17.14
41.07 16.53
40.41 16.36
40.38 15.49
41.28 15.33
41.08 14.46
40.55 14.47
40.21 14.15
40.41 14.46
41.04 14.19
41.34 14.39
41.36 14.14
42.21 14.1
42.27 14.13
42.4 13.43
42.21 13.24
41.38 13.22
41.28 12.53
41.54 12.29
42.33 12.07
42.34 12.4
42.22 12.52
42.51 13.34
43.18 13.27
43.37 13.31
43.54 12.55
43.07 12.24
43.28 11.53
43.46 11.15
43.56 10.55
43.43 10.24
43.33 10.19
44.07 9.5
44.25 8.55
44.55 8.37
44.53 8.12
44.19 8.28
43.53 8.01
44.24 7.33
45.04 7.42
45.44 7.19
45.34 8.03
45.2 8.25
45.27 8.38
45.56 8.33
45.5 8.49
45.48 9.05
45.51 9.23
46.11 9.53
45.42 9.4
45.28 9.11
45.11 9.1
45.19 9.3
45.03 9.41
45.08 10.02
45.32 10.12
45.09 10.47
45.27 11
45.04 11.48
45.24 11.53
45.33 11.33
46.04 11.08
46.3 11.2
46.08 12.13
46.04 13.14
45.57 13.38
45.39 13.46
45.57 12.39
45.4 12.15
45.26 12.21
44.25 12.12
44.04 12.34
44.13 12.03
44.5 11.38
44.3 11.21
44.39 10.55
44.42 10.38
44.48 10.21
44.2 10.05
43.51 10.31
43.53 11.06
43.19 11.18
42.46 11.07
40.19 9.16
40.43 8.34
39.54 8.36
39.13 9.07
38.01 12.32
38.07 13.21
