0.506394 0 0.0834513 0 72.4
0.505419 0.000975434 0.0850092 0.00155792 106.6
0.506531 0.00124642 0.0842106 0.00120282 81.4
0.50366 0.00300341 0.0845043 0.000899791 87
0.502191 0.00275126 0.0843446 0.000715043 107.2
0.500854 0.0026139 0.0846083 0.000640653 90.4
0.503536 0.00347441 0.0846445 0.000542659 122.4
0.504052 0.00305291 0.084177 0.000662868 94
0.503583 0.00273295 0.0834475 0.000934832 106.4
0.501214 0.00340415 0.0832638 0.000856093 124
0.499985 0.00331548 0.0835553 0.000827402 91.6
0.50016 0.00303163 0.0836006 0.000756671 96.4
0.500513 0.00281098 0.0837441 0.000710678 102.2
0.500319 0.00260967 0.0836596 0.000663365 113
0.500069 0.00244235 0.0839415 0.000678858 106.6
0.502089 0.00305001 0.0839132 0.000635647 100.4
0.501955 0.00286812 0.0838156 0.000605002 114.4
0.50203 0.00270512 0.0838038 0.000570524 96.2
0.50241 0.00258682 0.083942 0.000557069 136.8
0.502239 0.00245996 0.0838018 0.000546747 92.4
0.502193 0.00234034 0.0835998 0.000557917 97
0.502628 0.00227343 0.0833151 0.00060333 96.8
0.501909 0.00228835 0.0833948 0.000581974 84.8
0.501397 0.00224989 0.0834068 0.000557328 79.4
0.501469 0.00215921 0.0834739 0.000538768 100.6
0.500565 0.00226315 0.0835221 0.00051987 101.6
0.500407 0.00218344 0.0835314 0.000500331 114
0.500215 0.0021127 0.0836058 0.00048783 98.2
0.500182 0.00203881 0.0835875 0.000471062 85.4
0.500143 0.00197007 0.0834983 0.000463749 111.8
0.499822 0.00193239 0.0834878 0.000448663 101.6
0.499685 0.00187603 0.0835711 0.000442319 98.4
0.499734 0.00181896 0.0834754 0.000439241 101.4
0.499716 0.00176474 0.0835034 0.000427045 108
0.500207 0.0017823 0.0836028 0.000426411 101.6
0.500321 0.00173589 0.0835265 0.000421369 72.8
0.500405 0.0016904 0.0834949 0.000411034 113.2
0.500574 0.00165397 0.0834624 0.000401393 71.8
0.500453 0.00161558 0.0834326 0.0003921 90.2
0.500522 0.00157619 0.0834716 0.000384158 86
0.500891 0.00158104 0.0834109 0.000379554 97.8
0.501175 0.00156888 0.0833969 0.000370674 103.2
0.501354 0.00154233 0.0834137 0.000362342 99.4
0.501247 0.00151063 0.0834706 0.000358552 97.4
0.501008 0.00149589 0.0834866 0.000350858 139.2
0.501151 0.00146997 0.0833964 0.000354784 88.8
0.501207 0.00143943 0.0833529 0.000349878 95.8
0.501334 0.00141484 0.0834293 0.000350929 111.2
0.501198 0.0013923 0.0834559 0.00034472 68.6
0.501583 0.00141746 0.083479 0.000338544 103.2
0.501586 0.00138939 0.083462 0.000332272 95.2
0.501462 0.001368 0.0835263 0.000332099 85.4
0.501321 0.00134934 0.0835415 0.00032613 96.2
0.501434 0.00132893 0.0835627 0.000320732 100.2
0.501337 0.00130813 0.0835847 0.000315613 121.4
0.501292 0.00128536 0.0836109 0.000311033 102
0.501591 0.00129766 0.0836901 0.000315636 126.6
0.501867 0.0013045 0.0837155 0.000311181 136.8
0.501889 0.00128239 0.0837698 0.000310639 107.6
0.501892 0.00126084 0.083751 0.000305995 93.6
0.502039 0.00124871 0.0837098 0.000303741 115.6
0.50228 0.0012519 0.0837425 0.000300587 111.6
0.502342 0.00123343 0.0837413 0.000295779 86.4
0.502278 0.00121571 0.0837719 0.000292722 93.8
0.502368 0.00120021 0.0837149 0.000293779 112.6
0.502462 0.00118565 0.0836848 0.000290846 109.2
0.502576 0.00117338 0.0837012 0.000286939 84.6
0.502263 0.00119766 0.0837017 0.000282689 72.2
0.502119 0.00118891 0.0837484 0.000282442 118.2
0.502078 0.00117254 0.083762 0.000278708 99.2
0.502065 0.00115597 0.0837782 0.000275236 88.6
0.501637 0.00121758 0.0837687 0.000271554 103.8
0.501591 0.00120166 0.0837388 0.000269475 112
0.501591 0.00118531 0.0837595 0.000266614 94.2
0.501622 0.00116982 0.0837463 0.000263367 94.4
0.501501 0.00116064 0.083732 0.000260272 117
0.501553 0.00114663 0.0837214 0.000257086 99.2
0.501685 0.00113951 0.0837232 0.000253775 91.8
0.501712 0.00112533 0.0836985 0.000251758 95.4
0.501896 0.00112621 0.0836932 0.000248647 129.6
0.501825 0.00111448 0.0836787 0.000245987 117.2
0.50158 0.00112763 0.0836142 0.00025138 119.8
0.501557 0.00111419 0.0836109 0.000248355 92.2
0.501375 0.00111586 0.0836137 0.000245397 92.4
0.501241 0.00111073 0.0835998 0.000242887 92.4
0.501197 0.00109864 0.083634 0.000242465 144.8
0.501336 0.00109486 0.0836132 0.000240559 116.8
0.501387 0.00108355 0.0836399 0.000239299 106.8
0.501342 0.00107226 0.0836279 0.000236899 86
0.501367 0.00106056 0.0836221 0.000234324 97
0.501434 0.00105099 0.0836534 0.000233848 114.6
0.501335 0.00104414 0.0836021 0.00023693 95
0.501397 0.00103467 0.0835979 0.000234405 94
0.501369 0.00102399 0.0835908 0.000232007 106.6
0.501288 0.00101635 0.0835617 0.000231386 97
0.501285 0.00100571 0.0835615 0.000228963 98
0.501435 0.00100652 0.0835774 0.000227152 87.4
0.501277 0.00100858 0.0835446 0.000227205 116.6
0.50149 0.00102079 0.0835353 0.000225092 84.4
0.501438 0.00101189 0.0835406 0.000222892 92.4
